brand,fuelType,gearbox,yearOfRegistration,kilometer,price
mercedes_benz,benzin,manuell,2006,209594,10072.216681322921
mercedes_benz,benzin,manuell,1996,187134,8333.240384353692
audi,diesel,manuell,1993,204051,6942.811345366379
bmw,diesel,automatik,2010,170071,11134.691416143234
bmw,benzin,manuell,1993,206363,6738.214096017947
mercedes_benz,diesel,manuell,2008,184769,11571.45948093367
bmw,benzin,manuell,2008,26850,11882.512966483693
mercedes_benz,benzin,automatik,1991,226628,7472.017106147883
opel,benzin,manuell,1994,136817,6458.578495106929
opel,benzin,manuell,2011,20177,12092.080473510989
bmw,benzin,automatik,2003,125665,11649.890402857853
vw,benzin,manuell,1993,133378,5883.613813116648
audi,benzin,manuell,2016,30579,17282.078229218376
audi,benzin,automatik,1997,298846,5915.182788147587
audi,diesel,manuell,1990,70598,5596.507583842147
bmw,diesel,manuell,2014,102544,17663.831623456692
vw,diesel,manuell,1990,135083,6396.825334220064
bmw,benzin,manuell,2004,250589,6923.933692090854
opel,diesel,automatik,2016,224157,9272.422391463886
ford,diesel,manuell,2005,232434,7608.540145606125
audi,benzin,manuell,2005,74933,10583.949942448631
ford,benzin,manuell,2000,254403,4406.933030998439
audi,benzin,manuell,1993,249776,5019.590261917395
ford,benzin,manuell,2005,141838,6813.5771680048065
mercedes_benz,benzin,manuell,2014,166010,11205.638010973493
mercedes_benz,benzin,automatik,1992,15956,10559.607701807969
bmw,benzin,manuell,2013,229324,10013.43821708454
opel,diesel,automatik,2001,288472,5249.703678598597
mercedes_benz,benzin,manuell,2004,144404,8296.930344556604
bmw,benzin,manuell,1994,164447,6032.785913288043
ford,diesel,automatik,2006,152262,10527.187836559995
audi,benzin,automatik,1994,29380,10221.298761470194
vw,benzin,manuell,1997,187817,3661.123043690097
opel,benzin,manuell,2009,217826,5391.083446022923
bmw,benzin,automatik,1991,278751,3948.6255346276885
opel,benzin,manuell,2002,279286,4655.829195529113
opel,benzin,manuell,2006,150084,8206.082710288827
mercedes_benz,benzin,manuell,1993,287900,3373.760233458035
audi,diesel,manuell,1997,160953,8327.676663729906
vw,diesel,manuell,1999,194403,8565.473206913994
vw,benzin,manuell,2007,182589,8255.937030963541
vw,benzin,automatik,2016,299611,6558.0580962720705
vw,benzin,manuell,2012,222566,8953.480507150964
vw,diesel,manuell,1995,40401,11257.915456818913
opel,diesel,automatik,1990,26195,5045.013780326607
audi,benzin,manuell,1991,125914,5826.306992743533
ford,benzin,manuell,2006,157127,7317.956850451798
bmw,benzin,manuell,1994,202243,5798.964438912596
bmw,diesel,manuell,1996,147069,8649.998229730658
opel,diesel,manuell,2012,156819,11973.577979094387
opel,benzin,automatik,2013,276897,7989.234929601216
mercedes_benz,benzin,automatik,2012,103789,16140.10933581807
opel,benzin,manuell,1996,150584,4411.8365118202755
audi,diesel,manuell,2006,169428,9886.23483903805
bmw,diesel,automatik,2006,143154,11133.14552544209
vw,benzin,manuell,1995,290595,500.0
ford,benzin,automatik,2004,288848,5536.71211788876
mercedes_benz,benzin,manuell,2004,156370,13153.600432707764
ford,benzin,automatik,2000,137920,7628.953215928792
bmw,diesel,automatik,2010,178745,13655.22103124252
opel,benzin,manuell,2008,58360,9413.253012478317
opel,diesel,manuell,2004,130664,8020.219913089495
opel,benzin,automatik,2009,68990,12297.162232499893
ford,benzin,manuell,2010,47494,14063.16046043473
mercedes_benz,benzin,manuell,2005,33080,15070.321903695229
vw,benzin,manuell,1997,178184,6244.186944592033
mercedes_benz,benzin,manuell,2010,5167,14949.385869085763
ford,diesel,manuell,2009,195620,9102.178371400985
bmw,benzin,manuell,2016,132423,12521.279020857619
mercedes_benz,benzin,manuell,1994,113112,5765.508718046014
ford,benzin,automatik,2001,231926,3671.282463360089
mercedes_benz,benzin,manuell,2014,163931,12996.080051782905
audi,diesel,manuell,2003,221372,8034.5716078599835
bmw,diesel,manuell,2015,214294,10509.957442920473
opel,benzin,automatik,1990,14483,6154.354931425396
ford,diesel,manuell,1990,68570,5150.954513301083
ford,diesel,automatik,2011,173144,8777.846717073879
mercedes_benz,diesel,manuell,1999,292786,6289.011484069894
ford,benzin,manuell,2004,50513,8708.310498925484
opel,benzin,automatik,2001,36139,8152.264290113301
bmw,benzin,automatik,2001,282617,8237.66524716391
opel,diesel,manuell,2015,290206,5641.527656860031
bmw,diesel,manuell,1992,54372,6033.8615139335425
ford,benzin,manuell,2010,123503,9534.86867667364
mercedes_benz,benzin,manuell,2014,189858,12547.03078408846
vw,diesel,automatik,2007,62592,12654.48270402846
bmw,diesel,automatik,2000,101240,10366.73973758136
mercedes_benz,benzin,manuell,1994,121610,6390.914292361503
audi,diesel,manuell,2008,194260,10503.825800957578
audi,benzin,manuell,2002,95878,9020.072796978005
opel,benzin,manuell,1994,126616,6794.287106983542
opel,benzin,automatik,1999,90427,6905.119125112213
ford,diesel,manuell,2015,229094,9838.342272424383
mercedes_benz,diesel,manuell,1997,50145,14810.227209396915
ford,benzin,manuell,1994,73050,5446.859659903969
bmw,benzin,automatik,2008,78746,13859.315297798636
ford,benzin,manuell,1995,272208,3025.304150079529
bmw,benzin,manuell,2014,283620,11124.702465577322
opel,benzin,manuell,2013,152561,10083.010898116878
ford,benzin,manuell,2016,51138,13068.001191615764
bmw,benzin,manuell,2014,228047,11289.561434755675
mercedes_benz,benzin,manuell,1996,150166,6932.689146649341
opel,benzin,manuell,1995,255670,2674.8782042589028
bmw,diesel,manuell,1999,111198,13019.00875613689
vw,benzin,automatik,2002,299654,6622.942863445336
ford,diesel,manuell,2013,243065,9494.577033336956
mercedes_benz,diesel,manuell,2009,71063,15562.484697158985
vw,benzin,manuell,2007,219036,5915.516136904022
ford,benzin,automatik,2013,89633,11416.571768700422
bmw,benzin,automatik,2007,108188,13558.014766276083
opel,benzin,automatik,2000,78877,10153.210790187288
audi,benzin,manuell,2001,206254,6018.620741856933
ford,benzin,manuell,2003,82547,7523.677535865264
vw,benzin,manuell,1992,193445,6503.163690817804
ford,benzin,manuell,2010,176821,8607.971874653458
opel,benzin,manuell,2007,226485,9105.342959050568
mercedes_benz,diesel,manuell,2009,298089,10048.50597591369
bmw,benzin,manuell,2004,7601,12917.250423488153
bmw,benzin,manuell,2011,297132,8399.123668510154
mercedes_benz,diesel,manuell,2015,37259,18168.652712265342
audi,benzin,manuell,2005,160398,11328.706325456
ford,diesel,automatik,2001,105562,7336.2566547887
ford,benzin,manuell,1992,193513,2201.0641716693444
vw,benzin,automatik,2011,217912,10514.37778656133
audi,diesel,manuell,2014,258691,10831.857043323509
vw,benzin,automatik,2008,123583,9388.261797200184
ford,benzin,automatik,2013,280215,9510.013230804103
mercedes_benz,diesel,manuell,2013,100118,16552.819807068765
mercedes_benz,diesel,automatik,2011,65138,15022.776863991792
bmw,diesel,manuell,2003,116843,11381.689791981918
vw,benzin,manuell,1992,160919,2068.9078061436503
bmw,benzin,automatik,1990,202107,3814.638634281952
audi,diesel,manuell,1995,250686,5672.5278482000695
opel,benzin,manuell,2001,71332,7720.470181369766
mercedes_benz,benzin,manuell,2010,94444,11660.805862404048
vw,diesel,manuell,2002,281910,4387.839112911636
ford,benzin,manuell,1990,134743,1707.5734450666612
audi,benzin,manuell,1995,76263,8657.329785369815
audi,benzin,manuell,2016,295758,6933.38120496215
ford,benzin,manuell,2016,137446,9533.714155659705
bmw,diesel,manuell,2000,295588,3793.827678251518
vw,diesel,manuell,2011,276198,8904.570905786972
audi,benzin,manuell,2009,272301,5549.879674917947
vw,benzin,manuell,2015,176642,10514.75379780331
bmw,benzin,manuell,2013,240542,13048.446023621134
audi,benzin,automatik,2006,288363,10242.890971906352
bmw,benzin,automatik,2000,84393,7803.278646231767
audi,diesel,manuell,2006,16135,13924.914402446433
ford,benzin,manuell,1998,99650,4923.543055429318
bmw,benzin,automatik,1999,192885,6252.595946434613
mercedes_benz,diesel,automatik,2006,166448,12000.83506841489
mercedes_benz,benzin,manuell,2005,28772,14766.996735399687
audi,diesel,manuell,2005,170429,10990.908311330537
audi,benzin,manuell,2000,56447,8798.348607275679
audi,benzin,manuell,2001,154123,9275.090996115005
bmw,diesel,automatik,1990,174831,3337.8175021774814
audi,benzin,manuell,2006,192817,7814.241302350139
bmw,benzin,manuell,2005,126703,9230.102682948125
mercedes_benz,benzin,manuell,2015,125455,14108.381037608397
bmw,diesel,automatik,2003,205179,9692.178054510001
bmw,benzin,manuell,2002,226006,7367.673359570173
ford,benzin,automatik,1991,243283,1872.2607048407922
mercedes_benz,diesel,manuell,1995,103397,9465.67086148363
bmw,diesel,manuell,1999,130102,10408.156450437335
bmw,benzin,manuell,2000,102549,9673.016539153574
ford,benzin,manuell,1999,160625,5060.972275093162
audi,benzin,automatik,2000,42531,11452.002419707174
ford,benzin,manuell,2010,131876,10601.665315479146
vw,benzin,manuell,1993,60670,5352.561163916056
ford,benzin,manuell,1998,162060,5069.695903990986
audi,benzin,manuell,1994,255903,5824.7998445698795
opel,benzin,manuell,1998,295691,632.0389840989653
audi,diesel,automatik,2008,136653,15073.993294383916
bmw,benzin,manuell,1991,21617,6358.927537890637
audi,diesel,manuell,1999,72220,9737.553083192895
vw,diesel,manuell,1990,35921,5356.295004685982
vw,benzin,manuell,2015,229005,12701.790495304065
mercedes_benz,diesel,manuell,2009,295478,9035.414956729272
mercedes_benz,diesel,manuell,1996,168424,7680.2582652072015
mercedes_benz,benzin,manuell,1995,57170,8800.476890090122
mercedes_benz,diesel,automatik,1992,11241,11218.584211840925
mercedes_benz,benzin,automatik,2002,292946,6948.417331643233
vw,diesel,automatik,2010,98326,12034.1497930664
opel,benzin,manuell,2005,38043,4245.325070464393
audi,benzin,manuell,2013,57215,13841.439754002742
ford,benzin,automatik,1999,80300,7820.709932229967
vw,diesel,manuell,1997,198482,7188.213196118591
ford,benzin,manuell,2002,268076,6202.071422419102
bmw,benzin,manuell,1995,86134,7995.757907912303
vw,benzin,automatik,2016,207736,12069.623622510933
mercedes_benz,benzin,manuell,1995,24159,8364.46682933279
mercedes_benz,diesel,manuell,2002,7980,14591.413514044156
ford,diesel,manuell,2004,21205,9917.186301298134
audi,benzin,manuell,1991,277322,976.5137978049172
ford,benzin,manuell,2002,176609,5789.436982693924
ford,benzin,manuell,2002,242525,6850.208670796668
vw,benzin,manuell,1997,11408,8643.34830509627
bmw,diesel,automatik,1993,11558,13113.57222151757
audi,diesel,automatik,1991,255393,3769.0409292762943
ford,benzin,manuell,1990,35270,6866.376656821985
vw,benzin,automatik,2003,50842,9104.919944144582
ford,benzin,manuell,1992,158088,3776.233007233805
ford,benzin,automatik,2015,183937,10846.284242989123
opel,benzin,manuell,1996,72521,7141.817600886259
mercedes_benz,diesel,manuell,2007,136182,12752.470929866991
bmw,benzin,manuell,2008,204087,8709.483193267275
vw,diesel,manuell,2003,135641,10007.640428138846
mercedes_benz,benzin,manuell,2013,117882,16139.844891488092
audi,benzin,manuell,1992,26180,7200.694866615822
ford,benzin,manuell,1996,138303,2281.091885332452
vw,benzin,manuell,1996,241811,4212.759352530683
ford,benzin,manuell,1993,189893,2605.369408921776
mercedes_benz,benzin,automatik,1997,268450,6234.345716067055
mercedes_benz,diesel,manuell,1998,42220,12389.866633596519
opel,benzin,automatik,2010,8249,11650.431355261602
vw,diesel,manuell,1998,166706,6162.602042984493
audi,diesel,manuell,2013,57688,14596.06072459512
mercedes_benz,benzin,manuell,2010,180227,13600.090906977523
mercedes_benz,benzin,manuell,2014,271651,10812.084406170372
audi,benzin,manuell,1992,104455,4657.38962877756
opel,benzin,automatik,2016,167100,9164.182278288328
audi,diesel,manuell,2006,206100,9886.844882489402
ford,diesel,automatik,2016,49261,12820.637998963532
bmw,benzin,manuell,1999,269725,3462.044769613759
audi,benzin,manuell,2015,64823,15156.843986401016
opel,diesel,manuell,2005,243440,7457.947604302966
bmw,diesel,automatik,1991,199695,5953.89519915922
bmw,benzin,manuell,2001,46584,11308.808936727562
vw,diesel,manuell,1993,218820,4305.782466293252
vw,benzin,manuell,2015,62959,13644.449078953628
audi,benzin,manuell,1998,181830,7670.524855909699
bmw,benzin,automatik,1996,288106,1329.1971187091613
opel,benzin,automatik,2004,286178,4615.691562276409
opel,diesel,automatik,2001,262015,6336.5562822672
vw,benzin,automatik,1992,150748,4169.355113441478
mercedes_benz,benzin,automatik,2012,170063,12953.04395888974
audi,benzin,manuell,2012,93580,13854.449972517115
vw,benzin,manuell,2010,276682,7087.747849878243
audi,benzin,manuell,2006,145783,12146.2191258523
audi,benzin,manuell,2000,232629,8037.899378421682
opel,diesel,manuell,2004,111101,8600.133770542849
mercedes_benz,benzin,manuell,2004,223425,8434.430743912832
audi,diesel,automatik,1994,71202,5200.473842197952
bmw,benzin,automatik,1992,221469,4880.866704664211
mercedes_benz,diesel,manuell,1996,18559,9398.91666093421
bmw,diesel,automatik,2002,35921,13413.424313000934
opel,benzin,manuell,1994,108902,5051.266066680003
ford,benzin,manuell,1992,147200,4699.783634040166
mercedes_benz,diesel,manuell,2013,214865,14697.705707922287
ford,benzin,manuell,2000,110920,6742.1958554920475
ford,diesel,manuell,2005,10439,14711.844467884794
ford,benzin,manuell,2004,100991,8528.857167829856
opel,benzin,manuell,2009,134557,6843.5354094250515
mercedes_benz,benzin,manuell,2009,165397,10548.952187334822
mercedes_benz,diesel,automatik,1997,194982,8341.239949538267
mercedes_benz,benzin,manuell,2012,78060,14926.990726730068
bmw,diesel,manuell,2000,185069,7377.74514965605
vw,diesel,manuell,2012,191318,9826.676175785906
mercedes_benz,benzin,manuell,2000,234111,7076.219578805871
opel,benzin,manuell,1992,159004,2547.7387885166845
vw,benzin,manuell,2010,244103,8835.063072519577
vw,benzin,manuell,1990,70373,6054.522082698034
opel,diesel,manuell,2010,214953,10250.790702655937
opel,benzin,manuell,1991,18524,5232.982228333201
ford,benzin,manuell,1995,35325,8597.291351471853
opel,diesel,manuell,2006,260092,4352.164371034431
bmw,benzin,manuell,2015,145131,11014.803548515216
opel,benzin,manuell,2001,188149,3516.3174708631805
audi,benzin,manuell,1993,183004,5253.737538948134
vw,benzin,manuell,1996,209984,5903.887174866633
bmw,diesel,manuell,2014,77441,14247.966879040556
mercedes_benz,benzin,manuell,2009,57586,12833.239892553345
audi,benzin,manuell,1992,17552,7924.933067035992
audi,benzin,manuell,2000,260106,6657.122185081482
vw,benzin,manuell,1997,70959,6464.382044968139
vw,diesel,manuell,1994,174675,4406.374563125248
bmw,benzin,automatik,2012,139193,10998.047104963463
audi,diesel,automatik,2006,52895,12584.518333234319
opel,diesel,automatik,1994,127109,7924.012629402999
vw,benzin,manuell,2007,29544,11145.509012717715
bmw,diesel,manuell,2001,57116,10547.898234628128
mercedes_benz,benzin,manuell,1991,46209,10230.0359590934
bmw,diesel,manuell,2002,248202,7258.139746909719
opel,benzin,manuell,1995,172388,5982.173369223698
ford,benzin,manuell,1996,278077,4343.8704668501505
audi,benzin,manuell,2013,133615,12311.717439562004
bmw,benzin,manuell,2009,64397,10664.235708942468
mercedes_benz,diesel,manuell,1993,184532,10643.610923018632
opel,benzin,manuell,2012,279224,7396.434084396819
audi,benzin,automatik,2005,162114,9471.889462919115
vw,benzin,manuell,2013,10268,14628.831872162584
mercedes_benz,diesel,manuell,2010,94568,15162.09418053202
vw,diesel,automatik,1999,277863,7309.14752482966
vw,benzin,manuell,2004,157912,6548.238316980156
audi,benzin,manuell,2004,285818,6961.350119161589
audi,benzin,manuell,2009,155234,8816.514654632594
opel,diesel,manuell,1996,8555,9428.40159361185
bmw,diesel,manuell,1998,262550,6614.581945559219
audi,benzin,automatik,1996,230090,6319.713883230218
ford,diesel,automatik,1997,215998,5260.515414239295
vw,benzin,automatik,1994,291209,2199.336769117458
opel,diesel,automatik,1990,62877,4940.113238977929
mercedes_benz,benzin,manuell,2015,272241,12240.82532202635
bmw,benzin,automatik,1992,73623,10562.096055112157
ford,benzin,manuell,2013,291359,6237.817461634872
opel,benzin,manuell,1990,61472,5400.8707574566415
audi,diesel,automatik,2010,167345,13001.375436990364
mercedes_benz,benzin,automatik,1998,237856,7355.026717023288
audi,diesel,automatik,2003,28056,10748.986399952924
bmw,diesel,manuell,1997,24678,9154.04397333411
bmw,diesel,manuell,2003,255687,7114.787073272644
opel,diesel,manuell,2002,22825,6734.992914642103
vw,benzin,manuell,2004,186079,9090.466094858422
audi,benzin,automatik,2000,281774,6616.074843769571
opel,benzin,automatik,2004,186347,6928.118427401317
mercedes_benz,benzin,manuell,2012,146895,9376.746271098258
vw,diesel,manuell,2001,128089,5502.413717469401
vw,benzin,manuell,1999,193258,5331.327917719563
audi,benzin,manuell,1993,173693,8381.874948225965
opel,benzin,manuell,1999,153021,4391.613706190377
mercedes_benz,benzin,automatik,1993,50306,10889.577021618657
audi,diesel,manuell,1994,200486,5470.426388487559
bmw,benzin,automatik,2015,223232,12318.218888933301
vw,diesel,manuell,1992,214112,5639.785773339398
mercedes_benz,diesel,automatik,2003,27130,13538.472554750184
ford,diesel,manuell,2012,212350,8317.8426379218
bmw,benzin,manuell,2015,220285,13721.405831187145
vw,diesel,manuell,1993,59107,7286.196731670394
bmw,benzin,automatik,1994,255448,6927.847635879245
audi,benzin,automatik,2000,159534,7481.446659922969
mercedes_benz,diesel,manuell,2004,144378,13422.451313441465
vw,diesel,manuell,2015,218207,11046.300911801916
bmw,benzin,manuell,1995,155399,7544.201439321989
bmw,diesel,automatik,1994,165699,8283.463967143762
ford,benzin,manuell,1996,97103,5099.727527005249
bmw,benzin,manuell,2013,278723,9823.015784257543
mercedes_benz,diesel,manuell,1990,290990,3516.3146430159504
bmw,benzin,manuell,2000,43477,12069.779093967178
audi,diesel,automatik,1993,221271,5869.994249397007
bmw,benzin,automatik,1994,11883,7917.57915830915
vw,diesel,automatik,2014,113851,10603.844397516074
vw,diesel,automatik,1990,291149,500.0
mercedes_benz,diesel,automatik,1998,56568,12895.59613633091
ford,benzin,manuell,2014,116214,9148.463532939835
opel,diesel,automatik,2006,69775,11354.62866375785
bmw,benzin,manuell,1991,219824,4608.381776237119
mercedes_benz,diesel,manuell,2002,141857,10665.797107635335
opel,benzin,automatik,2016,179969,11358.227805073553
opel,benzin,manuell,2000,283057,3376.315305635789
bmw,diesel,manuell,2004,158710,6461.205385828574
opel,benzin,manuell,2004,221573,5083.102138727265
mercedes_benz,benzin,manuell,2007,33882,14060.014701095148
vw,diesel,automatik,1995,68496,10790.504216132498
bmw,benzin,manuell,2012,284323,11943.226424873748
mercedes_benz,benzin,manuell,2016,258570,9583.874229622115
opel,benzin,manuell,1993,198719,2201.03205103084
bmw,benzin,manuell,2012,116569,10419.447779438002
opel,benzin,manuell,2012,63941,13401.007612665126
audi,benzin,manuell,2010,256258,10394.124312222826
opel,benzin,manuell,2000,236665,4592.581830294762
mercedes_benz,benzin,manuell,2002,76301,11323.122291890315
bmw,benzin,manuell,2012,179000,13590.94665052421
audi,diesel,manuell,1994,187504,8266.907792140208
opel,diesel,automatik,2012,145851,12920.047044984181
bmw,benzin,manuell,2014,278367,10817.67978967339
ford,benzin,manuell,2008,41609,10043.977550728756
audi,diesel,automatik,1999,81078,11929.127248026336
vw,benzin,manuell,2005,33033,11563.402857882673
mercedes_benz,benzin,manuell,1991,209413,4825.78379561206
vw,benzin,automatik,2015,194982,10273.486621748638
audi,benzin,manuell,1999,296257,6474.8299043373145
bmw,diesel,automatik,1991,164982,9696.53416315441
mercedes_benz,diesel,automatik,2011,49426,14887.38632862785
mercedes_benz,diesel,automatik,2007,138010,12644.734986828038
opel,benzin,automatik,2006,31078,11204.839614682047
vw,benzin,manuell,1991,202919,3471.518496622916
opel,benzin,automatik,2010,203887,7638.710461138059
audi,benzin,manuell,2007,258006,10765.160945516067
bmw,benzin,manuell,2011,105222,13328.702898317757
vw,diesel,manuell,2012,96485,12967.375112705828
mercedes_benz,benzin,manuell,1995,26017,12617.98612226763
vw,diesel,manuell,1995,127470,5777.007562133115
mercedes_benz,benzin,manuell,2014,145215,13163.052185336584
audi,benzin,manuell,2004,227572,5768.576656467556
ford,diesel,manuell,2001,227362,5494.234291619633
opel,diesel,automatik,1997,46374,6439.128714096956
mercedes_benz,benzin,manuell,2007,89111,13439.55403128976
audi,benzin,automatik,2010,155884,12212.315125104988
bmw,benzin,automatik,1990,103838,6707.63603944219
vw,benzin,automatik,2004,12536,10998.64443827323
vw,benzin,manuell,2016,254481,10352.579622783487
opel,benzin,automatik,1997,220725,2481.8058696651533
audi,diesel,automatik,1997,158421,8937.831801178785
